Student,Class,Math_1,Math_2,Physics_1,Physics_2,Science_1,Science_2,Math,Physics,Science,Score
Student_21568,ISEOC,15,16,6,14,14,4,15.5,10.0,9.0,11.5
Student_21569,IDL,9,12,9,0,13,19,10.5,4.5,16.0,10.33
Student_21570,IDL,6,20,1,6,5,7,13.0,3.5,6.0,7.5
Student_21571,IDISC,19,4,5,2,12,13,11.5,3.5,12.5,9.17
Student_21572,IDL,17,0,6,10,3,13,8.5,8.0,8.0,8.17
Student_21573,IDISC,6,7,3,19,20,17,6.5,11.0,18.5,12.0
Student_21574,ISEOC,17,16,18,20,19,19,16.5,19.0,19.0,18.17
Student_21575,ISEOC,16,11,9,10,4,17,13.5,9.5,10.5,11.17
Student_21576,IDISC,5,1,3,20,2,7,3.0,11.5,4.5,6.33
Student_21577,IDISC,7,11,0,17,13,4,9.0,8.5,8.5,8.67
Student_21578,IDL,8,11,15,17,16,1,9.5,16.0,8.5,11.33
Student_21579,ISEOC,5,16,14,4,4,1,10.5,9.0,2.5,7.33
Student_21580,IDISC,4,20,3,10,9,19,12.0,6.5,14.0,10.83
Student_21581,IDISC,18,5,18,0,17,2,11.5,9.0,9.5,10.0
Student_21582,ISEOC,11,9,10,14,7,12,10.0,12.0,9.5,10.5
Student_21583,IDL,0,20,8,8,3,2,10.0,8.0,2.5,6.83
Student_21584,IDISC,20,16,20,15,16,19,18.0,17.5,17.5,17.67
Student_21585,ISEOC,7,7,1,6,14,15,7.0,3.5,14.5,8.33
Student_21586,IDISC,7,20,19,14,15,14,13.5,16.5,14.5,14.83
Student_21587,ISEOC,15,7,8,16,14,17,11.0,12.0,15.5,12.83
Student_21588,ISEOC,6,2,0,1,14,8,4.0,0.5,11.0,5.17
Student_21589,ISEOC,4,20,19,19,11,14,12.0,19.0,12.5,14.5
Student_21590,IDISC,3,3,15,18,3,0,3.0,16.5,1.5,7.0
Student_21591,ISEOC,16,5,18,1,14,15,10.5,9.5,14.5,11.5
Student_21592,IDL,2,4,16,15,16,7,3.0,15.5,11.5,10.0
Student_21593,IDISC,18,11,2,3,11,9,14.5,2.5,10.0,9.0
Student_21594,IDISC,10,12,9,11,14,8,11.0,10.0,11.0,10.67
Student_21595,IDL,20,19,0,3,18,10,19.5,1.5,14.0,11.67
Student_21596,ISEOC,11,3,19,3,9,3,7.0,11.0,6.0,8.0
Student_21597,IDISC,11,8,13,10,13,16,9.5,11.5,14.5,11.83
Student_21598,IDL,7,0,14,5,9,16,3.5,9.5,12.5,8.5
Student_21599,ISEOC,8,14,5,8,5,11,11.0,6.5,8.0,8.5
Student_21600,IDL,17,10,16,19,14,12,13.5,17.5,13.0,14.67
Student_21601,ISEOC,4,6,2,20,20,11,5.0,11.0,15.5,10.5
Student_21602,IDISC,18,9,5,11,20,16,13.5,8.0,18.0,13.17
Student_21603,IDL,4,9,8,8,17,5,6.5,8.0,11.0,8.5
Student_21604,ISEOC,6,1,17,6,20,11,3.5,11.5,15.5,10.17
Student_21605,IDL,6,2,13,8,12,12,4.0,10.5,12.0,8.83
Student_21606,ISEOC,12,5,12,7,2,0,8.5,9.5,1.0,6.33
Student_21607,IDISC,20,6,6,18,2,18,13.0,12.0,10.0,11.67
Student_21608,ISEOC,13,4,15,7,20,14,8.5,11.0,17.0,12.17
Student_21609,IDL,0,15,11,19,19,8,7.5,15.0,13.5,12.0
Student_21610,ISEOC,11,17,3,15,12,9,14.0,9.0,10.5,11.17
Student_21611,IDISC,0,5,16,8,0,6,2.5,12.0,3.0,5.83
Student_21612,IDISC,12,13,5,4,19,13,12.5,4.5,16.0,11.0
Student_21613,IDL,7,18,19,9,7,11,12.5,14.0,9.0,11.83
Student_21614,ISEOC,9,10,4,8,4,9,9.5,6.0,6.5,7.33
Student_21615,ISEOC,19,19,20,8,10,16,19.0,14.0,13.0,15.33
Student_21616,IDISC,7,1,20,15,16,0,4.0,17.5,8.0,9.83
Student_21617,ISEOC,20,0,4,20,12,10,10.0,12.0,11.0,11.0
Student_21618,IDL,10,18,1,13,10,18,14.0,7.0,14.0,11.67
Student_21619,IDL,9,15,10,1,15,19,12.0,5.5,17.0,11.5
Student_21620,IDL,2,14,1,12,2,14,8.0,6.5,8.0,7.5
Student_21621,ISEOC,17,13,17,19,11,13,15.0,18.0,12.0,15.0
Student_21622,IDISC,10,12,4,10,9,9,11.0,7.0,9.0,9.0
Student_21623,ISEOC,19,8,7,13,5,18,13.5,10.0,11.5,11.67
Student_21624,IDL,12,5,2,9,16,2,8.5,5.5,9.0,7.67
Student_21625,IDL,5,1,2,7,2,19,3.0,4.5,10.5,6.0
Student_21626,IDISC,11,10,5,2,1,8,10.5,3.5,4.5,6.17
Student_21627,ISEOC,17,0,18,8,0,15,8.5,13.0,7.5,9.67
Student_21628,ISEOC,13,1,3,3,0,12,7.0,3.0,6.0,5.33
Student_21629,IDISC,15,5,7,15,7,9,10.0,11.0,8.0,9.67
Student_21630,IDISC,10,9,17,3,18,18,9.5,10.0,18.0,12.5
Student_21631,IDL,17,20,7,20,5,1,18.5,13.5,3.0,11.67
Student_21632,ISEOC,0,11,14,14,13,20,5.5,14.0,16.5,12.0
Student_21633,IDISC,0,11,18,5,16,0,5.5,11.5,8.0,8.33
Student_21634,IDISC,2,9,3,7,7,20,5.5,5.0,13.5,8.0
Student_21635,ISEOC,8,2,4,4,2,11,5.0,4.0,6.5,5.17
Student_21636,IDISC,6,5,5,4,17,12,5.5,4.5,14.5,8.17
Student_21637,IDL,9,0,10,6,19,1,4.5,8.0,10.0,7.5
Student_21638,IDL,16,1,0,5,2,19,8.5,2.5,10.5,7.17
Student_21639,ISEOC,16,8,2,2,12,11,12.0,2.0,11.5,8.5
Student_21640,IDL,1,16,5,10,9,9,8.5,7.5,9.0,8.33
Student_21641,IDISC,8,0,14,11,0,10,4.0,12.5,5.0,7.17
Student_21642,IDISC,5,0,8,12,7,17,2.5,10.0,12.0,8.17
Student_21643,ISEOC,1,7,0,16,16,17,4.0,8.0,16.5,9.5
Student_21644,IDISC,18,19,20,4,17,13,18.5,12.0,15.0,15.17
Student_21645,ISEOC,2,8,4,1,18,18,5.0,2.5,18.0,8.5
Student_21646,IDL,12,19,6,9,5,18,15.5,7.5,11.5,11.5
Student_21647,IDISC,10,6,5,11,0,6,8.0,8.0,3.0,6.33
Student_21648,IDL,13,7,10,16,13,12,10.0,13.0,12.5,11.83
Student_21649,IDL,0,20,15,17,8,10,10.0,16.0,9.0,11.67
Student_21650,IDL,7,0,17,1,17,1,3.5,9.0,9.0,7.17
Student_21651,ISEOC,7,3,14,5,0,6,5.0,9.5,3.0,5.83
Student_21652,IDISC,17,1,19,6,10,4,9.0,12.5,7.0,9.5
Student_21653,IDL,6,0,0,10,14,11,3.0,5.0,12.5,6.83
Student_21654,ISEOC,9,9,8,1,13,9,9.0,4.5,11.0,8.17
Student_21655,IDISC,18,4,16,8,18,9,11.0,12.0,13.5,12.17
Student_21656,IDL,15,12,7,7,18,1,13.5,7.0,9.5,10.0
Student_21657,IDISC,17,20,5,7,17,15,18.5,6.0,16.0,13.5
Student_21658,ISEOC,20,1,18,4,1,10,10.5,11.0,5.5,9.0
Student_21659,IDISC,4,9,20,14,1,20,6.5,17.0,10.5,11.33
Student_21660,IDL,20,18,5,0,16,7,19.0,2.5,11.5,11.0
Student_21661,IDISC,17,1,8,0,9,18,9.0,4.0,13.5,8.83
Student_21662,IDL,7,20,14,3,4,3,13.5,8.5,3.5,8.5
Student_21663,IDL,6,19,2,8,14,1,12.5,5.0,7.5,8.33
Student_21664,ISEOC,17,13,13,10,17,8,15.0,11.5,12.5,13.0
Student_21665,IDISC,9,12,16,8,10,3,10.5,12.0,6.5,9.67
Student_21666,IDL,15,10,8,18,14,7,12.5,13.0,10.5,12.0
Student_21667,IDISC,0,8,15,7,16,8,4.0,11.0,12.0,9.0
Student_21668,IDISC,12,11,6,9,13,7,11.5,7.5,10.0,9.67
Student_21669,IDL,6,7,11,18,12,10,6.5,14.5,11.0,10.67
Student_21670,IDL,5,20,12,18,15,4,12.5,15.0,9.5,12.33
Student_21671,IDISC,13,1,12,16,16,20,7.0,14.0,18.0,13.0
Student_21672,IDL,10,4,7,8,19,15,7.0,7.5,17.0,10.5
Student_21673,IDL,17,0,7,16,4,13,8.5,11.5,8.5,9.5
Student_21674,ISEOC,14,15,9,3,4,10,14.5,6.0,7.0,9.17
Student_21675,IDL,10,11,9,13,13,13,10.5,11.0,13.0,11.5
Student_21676,IDL,2,1,13,9,0,0,1.5,11.0,0.0,4.17
Student_21677,ISEOC,6,14,2,9,15,0,10.0,5.5,7.5,7.67
Student_21678,IDL,3,10,4,5,0,4,6.5,4.5,2.0,4.33
Student_21679,IDL,3,2,4,20,7,8,2.5,12.0,7.5,7.33
Student_21680,IDL,10,1,3,17,12,7,5.5,10.0,9.5,8.33
Student_21681,IDISC,1,2,20,9,14,6,1.5,14.5,10.0,8.67
Student_21682,ISEOC,12,0,4,1,5,8,6.0,2.5,6.5,5.0
Student_21683,ISEOC,13,3,3,1,7,16,8.0,2.0,11.5,7.17
Student_21684,IDL,14,14,2,11,20,5,14.0,6.5,12.5,11.0
Student_21685,IDL,8,3,1,5,17,10,5.5,3.0,13.5,7.33
Student_21686,ISEOC,7,1,13,3,15,9,4.0,8.0,12.0,8.0
Student_21687,IDISC,5,14,6,15,12,14,9.5,10.5,13.0,11.0
Student_21688,IDL,1,1,14,3,10,9,1.0,8.5,9.5,6.33
Student_21689,IDISC,19,15,10,14,10,15,17.0,12.0,12.5,13.83
Student_21690,IDISC,6,20,17,15,17,20,13.0,16.0,18.5,15.83
Student_21691,IDISC,2,14,1,0,8,17,8.0,0.5,12.5,7.0
Student_21692,IDL,2,20,9,4,20,5,11.0,6.5,12.5,10.0
Student_21693,IDL,2,11,16,4,19,9,6.5,10.0,14.0,10.17
Student_21694,IDL,13,8,4,11,2,1,10.5,7.5,1.5,6.5
Student_21695,IDL,19,19,20,9,3,19,19.0,14.5,11.0,14.83
Student_21696,IDL,20,3,9,3,10,5,11.5,6.0,7.5,8.33
Student_21697,IDISC,7,1,13,7,2,19,4.0,10.0,10.5,8.17
Student_21698,IDL,13,15,18,1,7,4,14.0,9.5,5.5,9.67
Student_21699,IDISC,12,2,1,12,2,11,7.0,6.5,6.5,6.67
Student_21700,ISEOC,0,12,13,9,9,0,6.0,11.0,4.5,7.17
Student_21701,IDISC,9,3,12,16,6,5,6.0,14.0,5.5,8.5
Student_21702,ISEOC,1,1,3,16,1,19,1.0,9.5,10.0,6.83
Student_21703,IDISC,4,8,4,20,17,7,6.0,12.0,12.0,10.0
Student_21704,IDL,14,1,18,20,5,8,7.5,19.0,6.5,11.0
Student_21705,IDL,0,17,20,10,2,9,8.5,15.0,5.5,9.67
Student_21706,ISEOC,11,5,13,5,12,11,8.0,9.0,11.5,9.5
Student_21707,IDL,11,12,18,13,10,4,11.5,15.5,7.0,11.33
Student_21708,IDISC,6,5,17,11,18,16,5.5,14.0,17.0,12.17
Student_21709,ISEOC,17,18,10,5,10,17,17.5,7.5,13.5,12.83
Student_21710,IDISC,18,3,5,3,9,17,10.5,4.0,13.0,9.17
Student_21711,IDL,2,13,1,19,17,17,7.5,10.0,17.0,11.5
Student_21712,IDL,1,19,6,4,17,17,10.0,5.0,17.0,10.67
Student_21713,ISEOC,8,4,18,16,12,8,6.0,17.0,10.0,11.0
Student_21714,ISEOC,13,14,2,17,2,0,13.5,9.5,1.0,8.0
Student_21715,IDL,19,11,1,11,2,14,15.0,6.0,8.0,9.67
Student_21716,IDISC,15,3,14,7,4,6,9.0,10.5,5.0,8.17
Student_21717,IDISC,18,17,7,15,6,5,17.5,11.0,5.5,11.33
Student_21718,IDL,1,1,15,17,13,4,1.0,16.0,8.5,8.5
Student_21719,IDISC,10,0,19,16,8,11,5.0,17.5,9.5,10.67
Student_21720,ISEOC,10,6,10,17,2,7,8.0,13.5,4.5,8.67
Student_21721,IDISC,4,15,4,4,18,14,9.5,4.0,16.0,9.83
Student_21722,IDISC,8,14,8,12,2,18,11.0,10.0,10.0,10.33
Student_21723,IDL,16,7,4,9,0,8,11.5,6.5,4.0,7.33
Student_21724,ISEOC,6,3,19,19,20,11,4.5,19.0,15.5,13.0
Student_21725,ISEOC,4,9,7,15,14,5,6.5,11.0,9.5,9.0
Student_21726,ISEOC,13,16,2,13,20,8,14.5,7.5,14.0,12.0
Student_21727,IDL,18,14,3,3,2,6,16.0,3.0,4.0,7.67
Student_21728,IDL,7,3,6,10,0,7,5.0,8.0,3.5,5.5
Student_21729,IDL,16,17,1,20,7,20,16.5,10.5,13.5,13.5
Student_21730,IDISC,19,6,14,4,3,16,12.5,9.0,9.5,10.33
Student_21731,IDISC,13,3,4,9,18,13,8.0,6.5,15.5,10.0
Student_21732,ISEOC,9,9,5,11,12,10,9.0,8.0,11.0,9.33
Student_21733,IDISC,15,14,20,18,1,5,14.5,19.0,3.0,12.17
Student_21734,IDL,19,15,4,4,3,12,17.0,4.0,7.5,9.5
Student_21735,IDISC,8,3,16,14,10,3,5.5,15.0,6.5,9.0
Student_21736,IDISC,9,2,14,1,9,6,5.5,7.5,7.5,6.83
Student_21737,ISEOC,19,11,14,3,14,10,15.0,8.5,12.0,11.83
Student_21738,ISEOC,19,15,7,8,12,18,17.0,7.5,15.0,13.17
Student_21739,ISEOC,18,0,13,13,1,4,9.0,13.0,2.5,8.17
Student_21740,IDISC,8,0,19,16,5,4,4.0,17.5,4.5,8.67
Student_21741,IDL,12,16,7,14,8,18,14.0,10.5,13.0,12.5
Student_21742,IDL,12,1,19,11,14,14,6.5,15.0,14.0,11.83
Student_21743,IDL,7,18,13,11,20,6,12.5,12.0,13.0,12.5
Student_21744,ISEOC,8,19,17,5,12,10,13.5,11.0,11.0,11.83
Student_21745,IDISC,11,12,1,9,16,11,11.5,5.0,13.5,10.0
Student_21746,IDISC,18,15,4,15,6,1,16.5,9.5,3.5,9.83
Student_21747,ISEOC,11,13,18,4,3,17,12.0,11.0,10.0,11.0
Student_21748,IDISC,4,4,3,11,2,7,4.0,7.0,4.5,5.17
Student_21749,IDISC,11,2,4,13,19,16,6.5,8.5,17.5,10.83
Student_21750,IDISC,5,10,8,20,7,3,7.5,14.0,5.0,8.83
Student_21751,ISEOC,17,1,4,9,4,5,9.0,6.5,4.5,6.67
Student_21752,ISEOC,1,0,17,11,9,6,0.5,14.0,7.5,7.33
Student_21753,ISEOC,9,6,12,11,6,17,7.5,11.5,11.5,10.17
Student_21754,ISEOC,15,9,8,3,8,8,12.0,5.5,8.0,8.5
Student_21755,ISEOC,8,1,6,6,12,2,4.5,6.0,7.0,5.83
Student_21756,IDISC,9,11,2,19,18,13,10.0,10.5,15.5,12.0
Student_21757,IDL,12,6,10,10,6,19,9.0,10.0,12.5,10.5
Student_21758,IDISC,5,4,6,1,4,19,4.5,3.5,11.5,6.5
Student_21759,IDISC,15,15,4,5,3,8,15.0,4.5,5.5,8.33
Student_21760,IDL,20,13,8,18,7,18,16.5,13.0,12.5,14.0
Student_21761,IDISC,2,19,15,5,18,4,10.5,10.0,11.0,10.5
Student_21762,IDL,2,11,0,3,2,18,6.5,1.5,10.0,6.0
Student_21763,ISEOC,5,18,10,16,14,4,11.5,13.0,9.0,11.17
Student_21764,IDISC,13,3,9,17,0,8,8.0,13.0,4.0,8.33
Student_21765,ISEOC,12,4,18,19,1,17,8.0,18.5,9.0,11.83
Student_21766,ISEOC,12,6,5,15,8,19,9.0,10.0,13.5,10.83
Student_21767,IDL,4,5,17,9,11,2,4.5,13.0,6.5,8.0
Student_21768,IDISC,19,15,14,0,15,0,17.0,7.0,7.5,10.5
Student_21769,ISEOC,4,16,7,4,20,2,10.0,5.5,11.0,8.83
Student_21770,IDL,9,1,18,6,1,16,5.0,12.0,8.5,8.5
Student_21771,ISEOC,11,6,12,20,3,0,8.5,16.0,1.5,8.67
Student_21772,ISEOC,13,9,12,5,20,4,11.0,8.5,12.0,10.5
Student_21773,IDISC,20,14,11,14,8,14,17.0,12.5,11.0,13.5
Student_21774,ISEOC,10,2,4,0,6,8,6.0,2.0,7.0,5.0
Student_21775,ISEOC,20,10,15,12,13,2,15.0,13.5,7.5,12.0
Student_21776,ISEOC,7,16,8,11,10,11,11.5,9.5,10.5,10.5
Student_21777,ISEOC,19,0,2,3,20,17,9.5,2.5,18.5,10.17
Student_21778,IDL,18,9,20,3,15,19,13.5,11.5,17.0,14.0
Student_21779,IDISC,7,5,17,19,7,12,6.0,18.0,9.5,11.17
Student_21780,IDISC,15,0,19,6,19,3,7.5,12.5,11.0,10.33
Student_21781,IDISC,16,16,2,3,3,7,16.0,2.5,5.0,7.83
Student_21782,IDL,20,6,9,4,4,0,13.0,6.5,2.0,7.17
Student_21783,IDL,16,4,6,14,10,2,10.0,10.0,6.0,8.67
Student_21784,ISEOC,12,8,17,5,20,16,10.0,11.0,18.0,13.0
Student_21785,IDL,6,15,8,10,16,2,10.5,9.0,9.0,9.5
Student_21786,ISEOC,13,12,17,13,20,6,12.5,15.0,13.0,13.5
Student_21787,ISEOC,5,6,20,16,18,20,5.5,18.0,19.0,14.17
Student_21788,IDISC,18,17,19,0,16,16,17.5,9.5,16.0,14.33
Student_21789,ISEOC,10,8,18,14,10,15,9.0,16.0,12.5,12.5
Student_21790,IDISC,3,13,6,8,7,17,8.0,7.0,12.0,9.0
Student_21791,IDL,3,10,0,12,13,2,6.5,6.0,7.5,6.67
Student_21792,IDL,0,2,10,17,16,7,1.0,13.5,11.5,8.67
Student_21793,IDL,8,16,5,9,12,3,12.0,7.0,7.5,8.83
Student_21794,ISEOC,5,13,16,10,13,17,9.0,13.0,15.0,12.33
Student_21795,ISEOC,4,15,3,17,19,4,9.5,10.0,11.5,10.33
Student_21796,ISEOC,5,10,12,4,18,0,7.5,8.0,9.0,8.17
Student_21797,IDL,9,19,15,9,5,20,14.0,12.0,12.5,12.83
Student_21798,ISEOC,5,11,1,14,15,19,8.0,7.5,17.0,10.83
Student_21799,ISEOC,7,12,11,9,16,3,9.5,10.0,9.5,9.67
Student_21800,ISEOC,18,13,18,19,9,5,15.5,18.5,7.0,13.67
Student_21801,IDL,8,11,9,5,20,18,9.5,7.0,19.0,11.83
Student_21802,IDL,7,6,9,2,4,8,6.5,5.5,6.0,6.0
Student_21803,ISEOC,7,5,18,3,19,1,6.0,10.5,10.0,8.83
Student_21804,IDL,10,0,16,12,1,14,5.0,14.0,7.5,8.83
Student_21805,IDL,10,17,16,0,20,9,13.5,8.0,14.5,12.0
Student_21806,IDL,20,13,6,15,9,18,16.5,10.5,13.5,13.5
Student_21807,IDISC,8,15,0,12,15,9,11.5,6.0,12.0,9.83
Student_21808,IDL,10,19,11,19,12,8,14.5,15.0,10.0,13.17
Student_21809,IDL,5,17,6,18,9,0,11.0,12.0,4.5,9.17
Student_21810,IDISC,13,17,3,14,7,5,15.0,8.5,6.0,9.83
Student_21811,IDISC,2,7,0,10,17,12,4.5,5.0,14.5,8.0
Student_21812,IDISC,8,9,8,4,0,12,8.5,6.0,6.0,6.83
Student_21813,ISEOC,6,12,2,2,2,15,9.0,2.0,8.5,6.5
Student_21814,IDL,8,1,16,8,6,14,4.5,12.0,10.0,8.83
Student_21815,IDL,3,4,10,9,0,1,3.5,9.5,0.5,4.5
Student_21816,IDISC,19,2,13,19,2,5,10.5,16.0,3.5,10.0
Student_21817,IDL,13,3,6,17,14,9,8.0,11.5,11.5,10.33
Student_21818,IDL,7,2,14,9,14,14,4.5,11.5,14.0,10.0
Student_21819,IDISC,16,18,1,11,7,0,17.0,6.0,3.5,8.83
Student_21820,IDISC,14,15,5,2,14,11,14.5,3.5,12.5,10.17
Student_21821,IDL,15,9,14,3,10,14,12.0,8.5,12.0,10.83
Student_21822,IDL,9,7,4,19,13,13,8.0,11.5,13.0,10.83
Student_21823,IDISC,17,0,11,3,19,10,8.5,7.0,14.5,10.0
Student_21824,ISEOC,5,8,12,16,12,14,6.5,14.0,13.0,11.17
Student_21825,IDL,14,10,1,19,7,7,12.0,10.0,7.0,9.67
Student_21826,IDL,4,14,17,0,8,10,9.0,8.5,9.0,8.83
Student_21827,IDISC,15,5,6,11,16,1,10.0,8.5,8.5,9.0
Student_21828,IDISC,14,1,10,8,20,6,7.5,9.0,13.0,9.83
Student_21829,ISEOC,16,6,7,9,20,2,11.0,8.0,11.0,10.0
Student_21830,ISEOC,15,0,18,5,20,17,7.5,11.5,18.5,12.5
Student_21831,IDISC,20,16,0,17,19,3,18.0,8.5,11.0,12.5
Student_21832,IDL,8,6,3,8,1,0,7.0,5.5,0.5,4.33
Student_21833,ISEOC,15,2,2,4,5,12,8.5,3.0,8.5,6.67
Student_21834,IDISC,6,19,6,6,13,1,12.5,6.0,7.0,8.5
Student_21835,IDISC,9,19,18,2,7,12,14.0,10.0,9.5,11.17
Student_21836,IDISC,20,10,18,7,0,19,15.0,12.5,9.5,12.33
Student_21837,IDL,3,6,2,5,17,2,4.5,3.5,9.5,5.83
Student_21838,IDISC,2,1,12,7,2,15,1.5,9.5,8.5,6.5
Student_21839,ISEOC,0,16,11,1,5,2,8.0,6.0,3.5,5.83
Student_21840,ISEOC,2,14,15,3,16,8,8.0,9.0,12.0,9.67
Student_21841,IDISC,9,1,2,15,5,19,5.0,8.5,12.0,8.5
Student_21842,ISEOC,15,13,11,17,1,20,14.0,14.0,10.5,12.83
Student_21843,IDL,2,7,10,5,20,17,4.5,7.5,18.5,10.17
Student_21844,IDISC,7,9,9,11,14,17,8.0,10.0,15.5,11.17
Student_21845,ISEOC,2,16,5,12,14,13,9.0,8.5,13.5,10.33
Student_21846,IDISC,1,10,13,13,5,18,5.5,13.0,11.5,10.0
Student_21847,ISEOC,19,20,9,18,6,8,19.5,13.5,7.0,13.33
Student_21848,ISEOC,20,16,15,10,10,15,18.0,12.5,12.5,14.33
Student_21849,IDL,6,6,12,5,12,19,6.0,8.5,15.5,10.0
Student_21850,ISEOC,20,15,7,11,12,14,17.5,9.0,13.0,13.17
Student_21851,IDISC,9,0,10,12,4,0,4.5,11.0,2.0,5.83
Student_21852,ISEOC,7,4,9,9,0,0,5.5,9.0,0.0,4.83
Student_21853,IDL,17,8,20,6,14,1,12.5,13.0,7.5,11.0
Student_21854,IDL,7,18,12,16,7,19,12.5,14.0,13.0,13.17
Student_21855,IDISC,9,17,15,1,20,7,13.0,8.0,13.5,11.5
Student_21856,IDISC,8,6,7,20,18,0,7.0,13.5,9.0,9.83
Student_21857,IDL,17,1,0,16,17,5,9.0,8.0,11.0,9.33
Student_21858,IDISC,20,18,16,5,2,14,19.0,10.5,8.0,12.5
Student_21859,IDL,3,15,12,17,8,20,9.0,14.5,14.0,12.5
Student_21860,ISEOC,1,3,8,5,15,3,2.0,6.5,9.0,5.83
Student_21861,IDL,11,8,6,3,18,8,9.5,4.5,13.0,9.0
Student_21862,ISEOC,16,12,0,4,2,7,14.0,2.0,4.5,6.83
Student_21863,ISEOC,18,7,16,12,17,11,12.5,14.0,14.0,13.5
Student_21864,IDISC,9,12,18,0,7,3,10.5,9.0,5.0,8.17
Student_21865,ISEOC,0,9,5,13,2,6,4.5,9.0,4.0,5.83
Student_21866,IDISC,20,1,15,1,12,8,10.5,8.0,10.0,9.5
Student_21867,ISEOC,5,19,2,20,5,19,12.0,11.0,12.0,11.67
Student_21868,IDISC,14,19,15,10,15,18,16.5,12.5,16.5,15.17
Student_21869,ISEOC,17,3,0,10,20,11,10.0,5.0,15.5,10.17
Student_21870,ISEOC,19,16,6,12,16,4,17.5,9.0,10.0,12.17
Student_21871,IDISC,6,11,14,1,0,19,8.5,7.5,9.5,8.5
Student_21872,IDISC,1,17,19,18,4,0,9.0,18.5,2.0,9.83
Student_21873,IDL,6,3,1,7,9,18,4.5,4.0,13.5,7.33
Student_21874,IDISC,18,4,19,16,5,13,11.0,17.5,9.0,12.5
Student_21875,IDL,20,19,0,16,20,8,19.5,8.0,14.0,13.83
Student_21876,IDISC,11,14,3,16,8,14,12.5,9.5,11.0,11.0
Student_21877,IDL,19,17,7,7,14,7,18.0,7.0,10.5,11.83
Student_21878,IDISC,6,3,15,11,15,3,4.5,13.0,9.0,8.83
Student_21879,ISEOC,17,8,10,9,9,1,12.5,9.5,5.0,9.0
Student_21880,IDISC,12,2,20,2,11,5,7.0,11.0,8.0,8.67
Student_21881,IDISC,9,7,4,6,20,20,8.0,5.0,20.0,11.0
Student_21882,ISEOC,12,11,1,8,17,14,11.5,4.5,15.5,10.5
Student_21883,IDISC,17,4,7,13,16,13,10.5,10.0,14.5,11.67
Student_21884,IDISC,9,8,14,8,18,7,8.5,11.0,12.5,10.67
Student_21885,IDL,14,7,8,20,9,10,10.5,14.0,9.5,11.33
Student_21886,ISEOC,13,19,14,2,15,7,16.0,8.0,11.0,11.67
Student_21887,ISEOC,9,10,0,12,10,8,9.5,6.0,9.0,8.17
Student_21888,IDISC,9,16,7,10,7,19,12.5,8.5,13.0,11.33
Student_21889,IDISC,8,4,5,20,7,0,6.0,12.5,3.5,7.33
Student_21890,IDISC,16,0,2,20,5,12,8.0,11.0,8.5,9.17
Student_21891,ISEOC,3,19,20,9,7,10,11.0,14.5,8.5,11.33
Student_21892,IDISC,17,17,15,5,18,19,17.0,10.0,18.5,15.17
Student_21893,ISEOC,12,1,13,20,2,18,6.5,16.5,10.0,11.0
Student_21894,IDL,6,18,2,7,16,0,12.0,4.5,8.0,8.17
Student_21895,IDISC,3,13,5,10,4,13,8.0,7.5,8.5,8.0
Student_21896,ISEOC,11,4,3,9,20,14,7.5,6.0,17.0,10.17
Student_21897,IDISC,10,10,7,11,13,0,10.0,9.0,6.5,8.5
Student_21898,IDISC,1,2,19,19,2,18,1.5,19.0,10.0,10.17
Student_21899,IDISC,9,1,3,4,14,11,5.0,3.5,12.5,7.0
Student_21900,IDL,15,3,4,0,8,20,9.0,2.0,14.0,8.33
Student_21901,IDL,11,20,17,14,4,7,15.5,15.5,5.5,12.17
Student_21902,ISEOC,7,14,5,19,1,15,10.5,12.0,8.0,10.17
Student_21903,IDISC,13,2,9,12,10,4,7.5,10.5,7.0,8.33
Student_21904,IDISC,15,5,0,11,4,0,10.0,5.5,2.0,5.83
Student_21905,IDISC,4,15,12,13,7,16,9.5,12.5,11.5,11.17
Student_21906,IDL,19,10,4,10,9,5,14.5,7.0,7.0,9.5
Student_21907,IDISC,17,13,11,14,2,0,15.0,12.5,1.0,9.5
Student_21908,ISEOC,7,7,1,18,0,9,7.0,9.5,4.5,7.0
Student_21909,IDISC,6,2,15,14,9,9,4.0,14.5,9.0,9.17
Student_21910,ISEOC,18,16,16,10,3,16,17.0,13.0,9.5,13.17
Student_21911,ISEOC,5,17,11,3,7,18,11.0,7.0,12.5,10.17
Student_21912,IDISC,2,13,2,2,14,20,7.5,2.0,17.0,8.83
Student_21913,ISEOC,7,2,6,17,6,15,4.5,11.5,10.5,8.83
Student_21914,IDISC,17,9,20,6,14,5,13.0,13.0,9.5,11.83
Student_21915,IDL,7,6,19,7,15,14,6.5,13.0,14.5,11.33
Student_21916,IDISC,16,16,6,13,4,1,16.0,9.5,2.5,9.33
Student_21917,IDL,16,1,0,14,4,9,8.5,7.0,6.5,7.33
Student_21918,IDL,0,16,19,16,7,6,8.0,17.5,6.5,10.67
Student_21919,ISEOC,13,13,6,3,4,18,13.0,4.5,11.0,9.5
Student_21920,ISEOC,1,0,1,12,15,12,0.5,6.5,13.5,6.83
Student_21921,IDISC,2,6,8,2,14,6,4.0,5.0,10.0,6.33
Student_21922,IDL,8,10,2,9,2,3,9.0,5.5,2.5,5.67
Student_21923,IDL,19,1,4,4,14,16,10.0,4.0,15.0,9.67
Student_21924,IDISC,9,10,12,18,4,0,9.5,15.0,2.0,8.83
